pais,iso2,cidade,latitude,longitude,posicao_historica,criterio,fonte_coordenadas,observacao
Samoa,WS,Faleula,-13.79457,-171.83126,5,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
San Marino,SM,San Marino,43.93667,12.44639,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
San Marino,SM,Serravalle,43.96897,12.48167,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
San Marino,SM,Borgo Maggiore,43.94193,12.44738,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
San Marino,SM,Acquaviva,43.94593,12.4185,4,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
San Marino,SM,Cailungo,43.95186,12.4536,5,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
São Tomé e Príncipe,ST,São Tomé,0.33756,6.7299,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
São Tomé e Príncipe,ST,Santo António,1.63943,7.41951,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
São Tomé e Príncipe,ST,Trindade,0.29667,6.68139,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
São Tomé e Príncipe,ST,Agua Porca,0.33086,6.71058,4,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
São Tomé e Príncipe,ST,Almas,0.29907,6.74467,5,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Arábia Saudita,SA,Riyadh,24.68773,46.72185,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Arábia Saudita,SA,Jeddah,21.49012,39.18624,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Arábia Saudita,SA,Ta’if,21.27028,40.41583,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Arábia Saudita,SA,Abha,18.21639,42.50528,4,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Arábia Saudita,SA,Abqaiq,25.93402,49.6688,5,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Senegal,SN,Dakar,14.6937,-17.44406,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Senegal,SN,Saint-Louis,16.01793,-16.48962,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Senegal,SN,Thiès,14.78944,-16.92602,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Senegal,SN,Touba,14.86229,-15.87532,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Senegal,SN,Rufisque,14.71542,-17.27334,5,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Sérvia,RS,Belgrade,44.80401,20.46513,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Sérvia,RS,Novi Sad,45.25167,19.83694,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Sérvia,RS,Niš,43.32472,21.90333,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Sérvia,RS,Kragujevac,44.01667,20.91667,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Sérvia,RS,Smederevo,44.66436,20.92763,5,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Seicheles,SC,Victoria,-4.62001,55.45501,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Seicheles,SC,Anse Royale,-4.73333,55.51667,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Seicheles,SC,Beau Vallon,-4.62091,55.43015,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Seicheles,SC,Anse Boileau,-4.71667,55.48333,4,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Seicheles,SC,Anse aux Pins,-4.686,55.522,5,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Serra Leoa,SL,Freetown,8.48714,-13.2356,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Serra Leoa,SL,Bo,7.96472,-11.73833,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Serra Leoa,SL,Kenema,7.87687,-11.19025,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Serra Leoa,SL,Makeni,8.88605,-12.04417,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Serra Leoa,SL,Alikalia,9.15356,-11.38712,5,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Singapura,SG,Singapore,1.28967,103.85007,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Singapura,SG,Admiralty,1.44069,103.80093,2,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Singapura,SG,Alexandra Estate,1.29389,103.81972,3,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Singapura,SG,Anak Bukit,1.34067,103.77301,4,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Singapura,SG,Ang Mo Kio New Town,1.38028,103.83972,5,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Eslováquia,SK,Bratislava,48.14816,17.10674,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Eslováquia,SK,Košice,48.71441,21.25802,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Eslováquia,SK,Nitra,48.30763,18.08453,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Eslováquia,SK,Banská Bystrica,48.73947,19.14932,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Eslováquia,SK,Trnava,48.37773,17.58603,5,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Eslovênia,SI,Ljubljana,46.05108,14.50513,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Eslovênia,SI,Maribor,46.55583,15.64593,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Eslovênia,SI,Ptuj,46.42005,15.87018,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Eslovênia,SI,Koper,45.5482,13.72963,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Eslovênia,SI,Celje,46.23092,15.26044,5,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Ilhas Salomão,SB,Honiara,-9.43333,159.95,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Ilhas Salomão,SB,Gizo,-8.10303,156.84186,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Ilhas Salomão,SB,Auki,-8.76778,160.69778,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Ilhas Salomão,SB,Buala,-8.14497,159.59212,4,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Ilhas Salomão,SB,Kirakira,-10.45442,161.92045,5,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Somália,SO,Mogadishu,2.03711,45.34375,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Somália,SO,Kismayo,-0.35817,42.54536,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Somália,SO,Berbera,10.43959,45.01432,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Somália,SO,Adado,6.13603,46.62761,4,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Somália,SO,Afgooye,2.1381,45.1212,5,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
África do Sul,ZA,Cape Town,-33.92584,18.42322,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
África do Sul,ZA,Johannesburg,-26.20227,28.04363,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
África do Sul,ZA,Pretoria,-25.74486,28.18783,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
África do Sul,ZA,Durban,-29.8579,31.0292,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
África do Sul,ZA,Gqeberha,-33.96109,25.61494,5,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Sudão do Sul,SS,Juba,4.85165,31.58247,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Sudão do Sul,SS,Wau,7.70111,27.98972,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Sudão do Sul,SS,Malakal,9.53342,31.66049,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Sudão do Sul,SS,Yei,4.09444,30.67639,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Sudão do Sul,SS,Aweil,8.76194,27.39194,5,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Espanha,ES,Madrid,40.4165,-3.70256,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Espanha,ES,Barcelona,41.38879,2.15899,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Espanha,ES,Toledo,39.8581,-4.02263,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Espanha,ES,Córdoba,37.89155,-4.77275,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Espanha,ES,Granada,37.18817,-3.60667,5,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Espanha,ES,Valencia,39.47391,-0.37966,6,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Espanha,ES,Cadiz,36.52672,-6.2891,7,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Espanha,ES,Salamanca,40.42972,-3.67975,8,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Espanha,ES,Santiago de Compostela,42.88052,-8.54569,9,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Sri Lanka,LK,Colombo,6.93548,79.84868,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Sri Lanka,LK,Kandy,7.2906,80.6336,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Sri Lanka,LK,Anuradhapura,8.31223,80.41306,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Sri Lanka,LK,Polonnaruwa,7.93965,81.00274,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Sri Lanka,LK,Jaffna,9.66845,80.00742,5,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Sudão,SD,Khartoum,15.55177,32.53241,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Sudão,SD,Omdurman,15.64453,32.47773,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Sudão,SD,Dongola,19.18163,30.47689,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Sudão,SD,Suakin,19.1059,37.3321,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Sudão,SD,'Ārdamatā,13.47546,22.48531,5,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Suriname,SR,Paramaribo,5.86638,-55.16682,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Suriname,SR,Nieuw Nickerie,5.92606,-56.97297,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Suriname,SR,Albina,5.49788,-54.05522,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Suriname,SR,Brownsweg,5.00435,-55.15333,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Suriname,SR,Groningen,5.8,-55.46667,5,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Suécia,SE,Stockholm,59.32938,18.06871,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Suécia,SE,Gothenburg,57.70716,11.96679,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Suécia,SE,Uppsala,59.85882,17.63889,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Suécia,SE,Visby,57.64089,18.29602,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Suécia,SE,Lund,55.70584,13.19321,5,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Suíça,CH,Zürich,47.36667,8.55,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Suíça,CH,Geneva,46.20222,6.14569,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Suíça,CH,Bern,46.94809,7.44744,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Suíça,CH,Basel,47.55839,7.57327,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Suíça,CH,Lausanne,46.516,6.63282,5,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Síria,SY,Damascus,33.5102,36.29128,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Síria,SY,Aleppo,36.20124,37.16117,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Síria,SY,Homs,34.72405,36.72559,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Síria,SY,Latakia,35.53125,35.79088,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Síria,SY,Abū Qalqal,36.43806,38.11984,5,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Tadjiquistão,TJ,Dushanbe,38.53575,68.77905,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Tadjiquistão,TJ,Khujand,40.28256,69.62216,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Tadjiquistão,TJ,Panjakent,39.49524,67.60931,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Tadjiquistão,TJ,Istaravshan,39.9142,69.00328,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Tadjiquistão,TJ,20-solagii Istiḳlolijati Toçikiston,37.54749,68.46055,5,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Tanzânia,TZ,Dar es Salaam,-6.82349,39.26951,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Tanzânia,TZ,Bagamoyo,-6.44222,38.90422,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Tanzânia,TZ,Dodoma,-6.17221,35.73947,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Tanzânia,TZ,Arusha,-3.36667,36.68333,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Tanzânia,TZ,Babati,-4.21667,35.75,5,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Tailândia,TH,Bangkok,13.75398,100.50144,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Tailândia,TH,Chiang Mai,18.79038,98.98468,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Tailândia,TH,Sukhothai,17.00778,99.823,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Tailândia,TH,Nakhon Si Thammarat,8.43333,99.96667,4,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Tailândia,TH,Akat Amnuai,17.59639,103.9816,5,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Timor-Leste,TL,Dili,-8.55861,125.57361,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Timor-Leste,TL,Lospalos,-8.52167,126.99833,2,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Timor-Leste,TL,Maliana,-8.99167,125.21972,3,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Timor-Leste,TL,Abo,-8.63333,126.56667,4,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Timor-Leste,TL,Aileu,-8.72806,125.56639,5,major-city fallback,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
Togo,TG,Lomé,6.12874,1.22154,1,historical/curated,GeoNames (via world-cities/joelacus),Seleção histórica curada; países de grande relevância histórica têm mais de 5 cidades. Vaticano é exceção por ser uma cidade-Estado.
